time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-0.008562062415584177,0.010649538785192623,0.019688840806227303,0.8865389706971989,0.3669677990796174,0.0,-0.48128212044847285,0.5728481635464149,0.46813996413313474,10.816451505828834,10.672452906755705,0.0,0.1795537685333661,893.752367627372,6.139623849186966,899.951934407935
0.12000000000000001,-0.03471819044572038,0.06532263702193561,0.05721423198665665,1.2268056240191854,0.4386032611074846,0.0,-0.1759675316836668,1.2816841509877386,0.7462028680185917,19.27901337095643,19.04546443840701,0.0,0.31886548731080605,893.6502290103192,6.195370105089883,900.0756794025849
0.18,-0.054135942074969176,0.17031084934780188,0.10349578120631894,0.6344859098211533,6.08705257932024,0.0,-0.012481237636759401,1.9406333351579874,0.7004552014828317,24.355343132067986,24.10750280176343,0.0,0.3922579364528769,893.9121563742772,5.856029836593281,900.0582554755529
0.23999999999999996,-0.06590867392915348,0.30979412126527156,0.14633704848161191,3.2642432621672306,2.426736550133981,0.0,-0.7620643350114589,2.5002267988666707,0.5097889709632847,26.88173568731841,26.64393260405715,0.0,0.36100899927514685,893.7443577242581,5.805437999202225,900.0741601010003
0.3,-0.12576660197799075,0.47624979254878447,0.1882430889275043,5.12784984472971,4.283947792698225,0.0,-0.8528866473123526,3.2840406746307558,0.6941472503726169,28.01244838747621,27.793849839318185,0.0,0.30851717477038276,893.9537586749985,5.927080289256378,900.0119978134685
0.36000000000000004,-0.1369095445779716,0.6809519754263224,0.21314208844954624,0.5775181113759036,6.006178750168118,0.0,0.42891636183845594,3.416447736888898,0.40347824177628977,28.49336675637313,28.287820106397586,0.0,0.39058508272284165,893.9652524749584,5.982369985362605,899.9723310812234
0.4200000000000001,-0.11242622314096523,0.9138185392862511,0.24415230179525368,2.2986265943383533,1.4328701121764063,0.0,0.055384170070544525,4.382706411362065,0.34080605378936846,28.69006836124389,28.49622350689457,0.0,0.18779450381793616,894.0210115016575,6.070341929457309,899.7780588500219
0.48000000000000015,-0.14883196620820763,1.179181826737701,0.2548289724365691,4.023345486515492,3.1458892661699203,0.0,-1.1214610715251134,4.516187807266508,0.2968185899517273,28.77528185736051,28.58021467266203,0.0,0.04449873070391577,893.8804480116544,6.0481189491442455,899.9906930118457
0.5400000000000001,-0.20370237396475283,1.481775391323736,0.270268762185592,5.750778521093849,4.861537894879756,0.0,-0.4135670207580531,5.439070237397564,-0.0379744889037244,28.806446649215204,28.609082306388444,0.0,0.07052408831267953,893.5662990108412,6.060811148149306,899.7853709562464
0.6000000000000002,-0.19248428491568434,1.8083978658467208,0.2666612676299227,1.1964002550308166,0.29510764723190697,0.0,0.5560030609561102,5.651226561677502,0.12879882812334764,28.822207503917724,28.617377055413595,0.0,0.4158689497880937,893.3726964361032,5.937358826664109,899.9419324430202
0.6600000000000003,-0.18170205284443008,2.1770758991770314,0.26276578902644665,2.9259840230790566,2.0123437494660976,0.0,-0.4264615973045439,6.39515487158208,-0.38795475731562934,28.832001763240967,28.62504772652629,0.0,0.2654609710274012,893.5983126993259,6.169143327325179,900.1189938237205
0.7200000000000003,-0.23664746463691133,2.567916478845396,0.246073863895465,4.655936864015924,3.7301459850395045,0.0,-1.1086483007645909,6.900436958548064,-0.12955420027903441,28.833371743568563,28.636602601299128,0.0,-0.08556968964264372,894.044117738231,6.212096634362332,899.9791751583082
0.7800000000000004,-0.2718257868122729,3.004631747011114,0.21962535044187897,0.10272986127403172,5.448602536946968,0.0,0.0776911041664547,7.370137289045383,-0.7212351889749584,28.83234490622755,28.64674952961777,0.0,-0.09605465261090107,894.3297707017663,5.881907867748213,899.8935219892081
0.8400000000000004,-0.24701257741030117,3.459351654001498,0.18713974087630073,1.832496263208574,0.8842159306175184,0.0,0.41844601032058937,8.045909016302662,-0.4900572050309814,28.82463123041787,28.646486377335325,0.0,-0.14133535316170118,894.0931511936013,6.04028814872699,899.5076539202232
0.9000000000000005,-0.2591380666651017,3.9566323066976117,0.13814883328352287,3.5618503314128134,2.603072677008461,0.0,-0.8647118421115709,8.347410411746555,-0.9501867010457471,28.819223485476922,28.649259370900623,0.0,-0.3940628449526221,894.2463857003705,6.053444806777539,899.3900212757294
0.9600000000000005,-0.3201267021134474,4.481953648751616,0.08842627940401909,5.291099325159127,4.322133715119138,0.0,-0.8289129273389729,9.26898712251772,-0.949417434485266,28.82312071157393,28.653541567796598,0.0,-0.4755011323758066,894.4131636078897,5.683468933525539,899.7099085673574
1.0200000000000005,-0.32949759813666385,5.042520497149542,0.01487286793254294,0.7374217631080198,6.041416215570001,0.0,0.44908154097899705,9.341893940535755,-1.2183313880063986,28.82798276763749,28.65641264806299,0.0,-0.5147964503306303,894.4718356085459,5.69974187498413,899.8844166493951
1.0800000000000005,-0.30504676795032915,5.630696825201458,0.0,2.4672991462055958,1.477684712370447,0.0,0.04466986835005854,10.241331485917362,-1.4349043814924174,28.835829564365746,28.659245044343972,0.0,-0.2100189887468542,894.5592563184339,5.642071914774906,900.1916589054599
